MARQUE,CODE EDI,CODE COMMERCIAL,MODELE COMMERCIAL,BACK OFFICE COMMERCIAL,GÉOMETRIE,DESIGN,INDICE,MATIERE,TRAITEMENT,FLUX COMMERCIAL,COULEUR,PRIX 2*NETS,TAUX DE REMISE GC,PRIX 3*NETS GC,KALIXIA,ITELIS,CARTE BLANCHE,SEVEANE,SANTECLAIRE
CODIR,0CYFRX,CYF,AEQUATION 167 SAGR QUATTRO UV,AEQUATION 167 SAGR QUATTRO UV,PROGRESSIF,AEQUATION,"1,67",SOLACTIVE,QUATTRO UV,RX,GRIS,"79,80€","4,99%","75,82€",,,,,
ORUS,066FRX,66F,ORUS AEQUATION 167 SAGR QUATTRO UV,AEQUATION 167 SAGR QUATTRO UV,PROGRESSIF,AEQUATION,"1,67",SOLACTIVE,QUATTRO UV,RX,GRIS,"67,33€","5,00%","63,96€",,,,,
CODIR,AJEHRX,AJEH,AEQUATION 167 SABR QUATTRO UV CLEAN,AEQUATION 167 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"83,72€","5,00%","79,53€",,,,,
ORUS,ASUSRX,ASUS,ORUS AEQUATION 167 SABR QUATTRO UV CLEAN,AEQUATION 167 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"70,64€","5,00%","67,11€",,,,,
CODIR,AJEIRX,AJEI,AEQUATION 167 SAGR QUATTRO UV CLEAN,AEQUATION 167 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"83,72€","5,00%","79,53€",,,,,
ORUS,ASUTRX,ASUT,ORUS AEQUATION 167 SAGR QUATTRO UV CLEAN,AEQUATION 167 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"70,64€","5,00%","67,11€",,,,,
CODIR,APBKRX,APBK,AEQUATION 174 SUV QUATTRO UV,AEQUATION 174 SUV QUATTRO UV,PROGRESSIF,AEQUATION,"1,74","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"76,80€","5,00%","72,96€",,,,,
CODIR,AXWIRX,AXWI,AEQUATION 174 SUV QUATTRO UV CLEAN,AEQUATION 174 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION,"1,74","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"80,80€","5,00%","76,76€",,,,,
CODIR,APBURX,APBU,AEQUATION 174 SUV B-PROTECT,AEQUATION 174 SUV B-PROTECT,PROGRESSIF,AEQUATION,"1,74","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"80,80€","5,00%","76,76€",,,,,
CODIR,AXWJRX,AXWJ,AEQUATION 174 SUV B-PROTECT CLEAN,AEQUATION 174 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION,"1,74","BLANC SUV > 1,5",B-PROTECT CLEAN,RX,BLANC,"84,80€","5,00%","80,56€",,,,,
CODIR,0CYNRX,CYN,AEQUATION PLUS OFG 15 QUATTRO UV,AEQUATION PLUS OFG 15 QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,QUATTRO UV,RX,BLANC,"61,87€","5,01%","58,77€",,,,,
ORUS,065VRX,65V,ORUS AEQUATION PLUS 15 QUATTRO UV,AEQUATION PLUS OFG 15 QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,QUATTRO UV,RX,BLANC,"51,56€","5,00%","48,98€",,,,,
CODIR,AJEORX,AJEO,AEQUATION PLUS OFG 15 QUATTRO UV CLEAN,AEQUATION PLUS OFG 15 QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,QUATTRO UV CLEAN,RX,BLANC,"65,87€","5,00%","62,58€",,,,,
ORUS,ASUURX,ASUU,ORUS AEQUATION PLUS 15 QUATTRO UV CLEAN,AEQUATION PLUS OFG 15 QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,QUATTRO UV CLEAN,RX,BLANC,"54,89€","5,00%","52,15€",,,,,
CODIR,0CYPRX,CYP,AEQUATION PLUS OFG 15 B-PROTECT,AEQUATION PLUS OFG 15 B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,B-PROTECT,RX,BLANC,"65,87€","5,00%","62,58€",,,,,
ORUS,065WRX,65W,ORUS AEQUATION PLUS 15 B-PROTECT,AEQUATION PLUS OFG 15 B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,B-PROTECT,RX,BLANC,"54,89€","5,00%","52,15€",,,,,
CODIR,AJEQRX,AJEQ,AEQUATION PLUS OFG 15 B-PROTECT CLEAN,AEQUATION PLUS OFG 15 B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,B-PROTECT CLEAN,RX,BLANC,"69,87€","5,00%","66,38€",,,,,
ORUS,ASUVRX,ASUV,ORUS AEQUATION PLUS 15 B-PROTECT CLEAN,AEQUATION PLUS OFG 15 B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",BLANC,B-PROTECT CLEAN,RX,BLANC,"58,22€","5,00%","55,31€",,,,,
CODIR,0CYORX,CYO,AEQUATION PLUS OFG 15 SUV QUATTRO UV,AEQUATION PLUS OFG 15 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"63,87€","5,00%","60,68€",,,,,
ORUS,065XRX,65X,ORUS AEQUATION PLUS 15 SUV QUATTRO UV,AEQUATION PLUS OFG 15 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"53,22€","5,00%","50,56€",,,,,
CODIR,AJEPRX,AJEP,AEQUATION PLUS OFG 15 SUV QUATTRO UV CLEAN,AEQUATION PLUS OFG 15 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",QUATTRO UV CLEAN,RX,BLANC,"67,87€","5,01%","64,47€",,,,,
ORUS,ASUWRX,ASUW,ORUS AEQUATION PLUS 15 SUV QUATTRO UV CLEAN,AEQUATION PLUS OFG 15 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",QUATTRO UV CLEAN,RX,BLANC,"56,56€","5,00%","53,73€",,,,,
CODIR,0CYQRX,CYQ,AEQUATION PLUS OFG 15 SUV B-PROTECT,AEQUATION PLUS OFG 15 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"67,87€","5,01%","64,47€",,,,,
ORUS,065YRX,65Y,ORUS AEQUATION PLUS 15 SUV B-PROTECT,AEQUATION PLUS OFG 15 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"56,56€","5,00%","53,73€",,,,,
CODIR,AJERRX,AJER,AEQUATION PLUS OFG 15 SUV B-PROTECT CLEAN,AEQUATION PLUS OFG 15 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",B-PROTECT CLEAN,RX,BLANC,"71,87€","5,00%","68,28€",,,,,
ORUS,ASUXRX,ASUX,ORUS AEQUATION PLUS 15 SUV B-PROTECT CLEAN,AEQUATION PLUS OFG 15 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5","BLANC SUV 1,5",B-PROTECT CLEAN,RX,BLANC,"59,89€","5,00%","56,90€",,,,,
CODIR,0CYRRX,CYR,AEQUATION PLUS 15 SABR QUATTRO UV,AEQUATION PLUS 15 SABR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"74,28€","5,00%","70,57€",,,,,
ORUS,066GRX,66G,ORUS AEQUATION PLUS 15 SABR QUATTRO UV,AEQUATION PLUS 15 SABR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"63,03€","5,00%","59,88€",,,,,
CODIR,0CYSRX,CYS,AEQUATION PLUS 15 SAGR QUATTRO UV,AEQUATION PLUS 15 SAGR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"74,28€","5,00%","70,57€",,,,,
ORUS,066HRX,66H,ORUS AEQUATION PLUS 15 SAGR QUATTRO UV,AEQUATION PLUS 15 SAGR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"63,03€","5,00%","59,88€",,,,,
CODIR,AJESRX,AJES,AEQUATION PLUS 15 SABR QUATTRO UV CLEAN,AEQUATION PLUS 15 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"78,16€","5,00%","74,25€",,,,,
ORUS,ASUYRX,ASUY,ORUS AEQUATION PLUS 15 SABR QUATTRO UV CLEAN,AEQUATION PLUS 15 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"66,32€","5,00%","63,00€",,,,,
CODIR,AJETRX,AJET,AEQUATION PLUS 15 SAGR QUATTRO UV CLEAN,AEQUATION PLUS 15 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"78,16€","5,00%","74,25€",,,,,
ORUS,ASUZRX,ASUZ,ORUS AEQUATION PLUS 15 SAGR QUATTRO UV CLEAN,AEQUATION PLUS 15 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"66,32€","5,00%","63,00€",,,,,
CODIR,0APLRX,APL,AEQUATION PLUS OFG 16 SUV QUATTRO UV,AEQUATION PLUS OFG 16 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"66,53€","4,99%","63,21€",,,,,
ORUS,0663RX,663,ORUS AEQUATION PLUS 16 SUV QUATTRO UV,AEQUATION PLUS OFG 16 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"55,44€","5,00%","52,67€",,,,,
CODIR,AIWRRX,AIWR,AEQUATION PLUS OFG 16 SUV QUATTRO UV CLEAN,AEQUATION PLUS OFG 16 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"70,53€","5,00%","67,00€",,,,,
ORUS,ASU0RX,ASU0,ORUS AEQUATION PLUS 16 SUV QUATTRO UV CLEAN,AEQUATION PLUS OFG 16 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"58,78€","5,00%","55,84€",,,,,
CODIR,0APKRX,APK,AEQUATION PLUS OFG 16 SUV B-PROTECT,AEQUATION PLUS OFG 16 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"70,53€","5,00%","67,00€",,,,,
ORUS,0664RX,664,ORUS AEQUATION PLUS 16 SUV B-PROTECT,AEQUATION PLUS OFG 16 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"58,78€","5,00%","55,84€",,,,,
CODIR,AIWQRX,AIWQ,AEQUATION PLUS OFG 16 SUV B-PROTECT CLEAN,AEQUATION PLUS OFG 16 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",B-PROTECT CLEAN,RX,BLANC,"74,53€","5,00%","70,80€",,,,,
ORUS,ASU1RX,ASU1,ORUS AEQUATION PLUS 16 SUV B-PROTECT CLEAN,AEQUATION PLUS OFG 16 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6","BLANC SUV > 1,5",B-PROTECT CLEAN,RX,BLANC,"62,11€","5,00%","59,00€",,,,,
CODIR,0CYVRX,CYV,AEQUATION PLUS 16 SABR QUATTRO UV,AEQUATION PLUS 16 SABR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV,RX,BRUN,"78,81€","5,00%","74,87€",,,,,
ORUS,066IRX,66I,ORUS AEQUATION PLUS 16 SABR QUATTRO UV,AEQUATION PLUS 16 SABR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV,RX,BRUN,"66,87€","5,00%","63,53€",,,,,
CODIR,0CYWRX,CYW,AEQUATION PLUS 16 SAGR QUATTRO UV,AEQUATION PLUS 16 SAGR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV,RX,GRIS,"78,81€","5,00%","74,87€",,,,,
ORUS,066JRX,66J,ORUS AEQUATION PLUS 16 SAGR QUATTRO UV,AEQUATION PLUS 16 SAGR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV,RX,GRIS,"66,87€","5,00%","63,53€",,,,,
CODIR,AJEWRX,AJEW,AEQUATION PLUS 16 SABR QUATTRO UV CLEAN,AEQUATION PLUS 16 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"82,69€","4,99%","78,56€",,,,,
ORUS,ASU2RX,ASU2,ORUS AEQUATION PLUS 16 SABR QUATTRO UV CLEAN,AEQUATION PLUS 16 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"70,16€","5,00%","66,65€",,,,,
CODIR,AJEXRX,AJEX,AEQUATION PLUS 16 SAGR QUATTRO UV CLEAN,AEQUATION PLUS 16 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"82,69€","4,99%","78,56€",,,,,
ORUS,ASU3RX,ASU3,ORUS AEQUATION PLUS 16 SAGR QUATTRO UV CLEAN,AEQUATION PLUS 16 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,6",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"70,16€","5,00%","66,65€",,,,,
CODIR,0APPRX,APP,AEQUATION PLUS OFG 167 SUV QUATTRO UV,AEQUATION PLUS OFG 167 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"70,00€","4,99%","66,51€",,,,,
ORUS,0665RX,665,ORUS AEQUATION PLUS 167 SUV QUATTRO UV,AEQUATION PLUS OFG 167 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"57,93€","5,00%","55,03€",,,,,
CODIR,AIWTRX,AIWT,AEQUATION PLUS OFG 167 SUV QUATTRO UV CLEAN,AEQUATION PLUS OFG 167 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"74,05€","5,00%","70,35€",,,,,
ORUS,ASU4RX,ASU4,ORUS AEQUATION PLUS 167 SUV QUATTRO UV CLEAN,AEQUATION PLUS OFG 167 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"61,28€","5,00%","58,22€",,,,,
CODIR,0APORX,APO,AEQUATION PLUS OFG 167 SUV B-PROTECT,AEQUATION PLUS OFG 167 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"74,05€","5,00%","70,35€",,,,,
ORUS,0666RX,666,ORUS AEQUATION PLUS 167 SUV B-PROTECT,AEQUATION PLUS OFG 167 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"61,28€","5,00%","58,22€",,,,,
CODIR,AIWSRX,AIWS,AEQUATION PLUS OFG 167 SUV B-PROTECT CLEAN,AEQUATION PLUS OFG 167 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",B-PROTECT CLEAN,RX,BLANC,"78,10€","5,00%","74,20€",,,,,
ORUS,ASU5RX,ASU5,ORUS AEQUATION PLUS 167 SUV B-PROTECT CLEAN,AEQUATION PLUS OFG 167 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67","BLANC SUV > 1,5",B-PROTECT CLEAN,RX,BLANC,"64,63€","5,00%","61,40€",,,,,
CODIR,0CYZRX,CYZ,AEQUATION PLUS 167 SABR QUATTRO UV,AEQUATION PLUS 167 SABR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV,RX,BRUN,"82,16€","5,01%","78,04€",,,,,
ORUS,066KRX,66K,ORUS AEQUATION PLUS 167 SABR QUATTRO UV,AEQUATION PLUS 167 SABR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV,RX,BRUN,"69,32€","5,00%","65,85€",,,,,
CODIR,0CZ0RX,CZ0,AEQUATION PLUS 167 SAGR QUATTRO UV,AEQUATION PLUS 167 SAGR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV,RX,GRIS,"82,16€","5,01%","78,04€",,,,,
ORUS,066LRX,66L,ORUS AEQUATION PLUS 167 SAGR QUATTRO UV,AEQUATION PLUS 167 SAGR QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV,RX,GRIS,"69,32€","5,00%","65,85€",,,,,
CODIR,AJE0RX,AJE0,AEQUATION PLUS 167 SABR QUATTRO UV CLEAN,AEQUATION PLUS 167 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"86,07€","5,00%","81,77€",,,,,
ORUS,ASU6RX,ASU6,ORUS AEQUATION PLUS 167 SABR QUATTRO UV CLEAN,AEQUATION PLUS 167 SABR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"72,62€","5,00%","68,99€",,,,,
CODIR,AJE1RX,AJE1,AEQUATION PLUS 167 SAGR QUATTRO UV CLEAN,AEQUATION PLUS 167 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"86,07€","5,00%","81,77€",,,,,
ORUS,ASU7RX,ASU7,ORUS AEQUATION PLUS 167 SAGR QUATTRO UV CLEAN,AEQUATION PLUS 167 SAGR QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,67",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"72,62€","5,00%","68,99€",,,,,
CODIR,APB4RX,APB4,AEQUATION PLUS 174 SUV QUATTRO UV,AEQUATION PLUS 174 SUV QUATTRO UV,PROGRESSIF,AEQUATION PLUS,"1,74","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"79,20€","5,00%","75,24€",,,,,
CODIR,AXWKRX,AXWK,AEQUATION PLUS 174 SUV QUATTRO UV CLEAN,AEQUATION PLUS 174 SUV QUATTRO UV CLEAN,PROGRESSIF,AEQUATION PLUS,"1,74","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"83,20€","5,00%","79,04€",,,,,
CODIR,APCERX,APCE,AEQUATION PLUS 174 SUV B-PROTECT,AEQUATION PLUS 174 SUV B-PROTECT,PROGRESSIF,AEQUATION PLUS,"1,74","BLANC SUV > 1,5",B-PROTECT,RX,BLANC,"83,20€","5,00%","79,04€",,,,,
CODIR,AXWLRX,AXWL,AEQUATION PLUS 174 SUV B-PROTECT CLEAN,AEQUATION PLUS 174 SUV B-PROTECT CLEAN,PROGRESSIF,AEQUATION PLUS,"1,74","BLANC SUV > 1,5",B-PROTECT CLEAN,RX,BLANC,"87,20€","5,00%","82,84€",,,,,
CODIR,07UXRX,7UX,PREDICT OFG 15 QUATTRO UV,PREDICT OFG 15 QUATTRO UV,PROGRESSIF,PREDICT,"1,5",BLANC,QUATTRO UV,RX,BLANC,"69,22€","5,00%","65,76€",,,,,
CODIR,AIRCRX,AIRC,PREDICT OFG 15 QUATTRO UV CLEAN,PREDICT OFG 15 QUATTRO UV CLEAN,PROGRESSIF,PREDICT,"1,5",BLANC,QUATTRO UV CLEAN,RX,BLANC,"73,13€","4,99%","69,48€",,,,,
CODIR,07UYRX,7UY,PREDICT OFG 15 B-PROTECT,PREDICT OFG 15 B-PROTECT,PROGRESSIF,PREDICT,"1,5",BLANC,B-PROTECT,RX,BLANC,"73,13€","4,99%","69,48€",,,,,
CODIR,AIRDRX,AIRD,PREDICT OFG 15 B-PROTECT CLEAN,PREDICT OFG 15 B-PROTECT CLEAN,PROGRESSIF,PREDICT,"1,5",BLANC,B-PROTECT CLEAN,RX,BLANC,"77,05€","5,01%","73,19€",,,,,
CODIR,07V4RX,7V4,PREDICT OFG 15 SUV QUATTRO UV,PREDICT OFG 15 SUV QUATTRO UV,PROGRESSIF,PREDICT,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"71,18€","5,00%","67,62€",,,,,
CODIR,AIRGRX,AIRG,PREDICT OFG 15 SUV QUATTRO UV CLEAN,PREDICT OFG 15 SUV QUATTRO UV CLEAN,PROGRESSIF,PREDICT,"1,5","BLANC SUV 1,5",QUATTRO UV CLEAN,RX,BLANC,"75,09€","5,00%","71,34€",,,,,
CODIR,07V5RX,7V5,PREDICT OFG 15 SUV B-PROTECT,PREDICT OFG 15 SUV B-PROTECT,PROGRESSIF,PREDICT,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"75,09€","5,00%","71,34€",,,,,
CODIR,AIRHRX,AIRH,PREDICT OFG 15 SUV B-PROTECT CLEAN,PREDICT OFG 15 SUV B-PROTECT CLEAN,PROGRESSIF,PREDICT,"1,5","BLANC SUV 1,5",B-PROTECT CLEAN,RX,BLANC,"79,00€","5,00%","75,05€",,,,,
CODIR,07V0RX,7V0,PREDICT 15 SABR QUATTRO UV,PREDICT 15 SABR QUATTRO UV,PROGRESSIF,PREDICT,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"81,46€","5,00%","77,39€",,,,,
CODIR,07V1RX,7V1,PREDICT 15 SAGR QUATTRO UV,PREDICT 15 SAGR QUATTRO UV,PROGRESSIF,PREDICT,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"81,46€","5,00%","77,39€",,,,,
CODIR,AIRERX,AIRE,PREDICT 15 SABR QUATTRO UV CLEAN,PREDICT 15 SABR QUATTRO UV CLEAN,PROGRESSIF,PREDICT,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,BRUN,"85,27€","5,00%","81,01€",,,,,
CODIR,AIRFRX,AIRF,PREDICT 15 SAGR QUATTRO UV CLEAN,PREDICT 15 SAGR QUATTRO UV CLEAN,PROGRESSIF,PREDICT,"1,5",SOLACTIVE,QUATTRO UV CLEAN,RX,GRIS,"85,27€","5,00%","81,01€",,,,,
CODIR,07V8RX,7V8,PREDICT OFG 16 SUV QUATTRO UV,PREDICT OFG 16 SUV QUATTRO UV,PROGRESSIF,PREDICT,"1,6","BLANC SUV > 1,5",QUATTRO UV,RX,BLANC,"73,79€","5,00%","70,10€",,,,,
CODIR,AIRKRX,AIRK,PREDICT OFG 16 SUV QUATTRO UV CLEAN,PREDICT OFG 16 SUV QUATTRO UV CLEAN,PROGRESSIF,PREDICT,"1,6","BLANC SUV > 1,5",QUATTRO UV CLEAN,RX,BLANC,"77,70€","5,00%","73,82€",,,,,
