MARQUE,CODE EDI,CODE COMMERCIAL,MODELE COMMERCIAL,BACK OFFICE COMMERCIAL,GÉOMETRIE,DESIGN,INDICE,MATIERE,TRAITEMENT,FLUX COMMERCIAL,COULEUR,PRIX 2*NETS,TAUX DE REMISE GC,PRIX 3*NETS GC,KALIXIA,ITELIS,CARTE BLANCHE,SEVEANE,SANTECLAIRE
CODIR,AOD5RX,AOD5,PRODIR2 15 SUV SCINTIL,PRODIR2 15 SUV SCINTIL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"23,69€","5,01%","22,50€",,,,,
ORUS,APLMRX,APLM,ORUS INITIAL 15 SUV SCINTIL,PRODIR2 15 SUV SCINTIL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"19,96€","5,00%","18,96€",,,,,
CODIR,AOD6RX,AOD6,PRODIR2 15 SUV MISTRAL,PRODIR2 15 SUV MISTRAL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"31,87€","5,01%","30,27€",,,,,
ORUS,APEGRX,APEG,ORUS INITIAL 15 SUV MISTRAL,PRODIR2 15 SUV MISTRAL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"26,85€","5,00%","25,51€",,,,,
CODIR,AOD7RX,AOD7,PRODIR2 15 SUV E-PROTECT,PRODIR2 15 SUV E-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"33,30€","4,99%","31,64€",,,,,
ORUS,APEJRX,APEJ,ORUS INITIAL 15 SUV E-PROTECT,PRODIR2 15 SUV E-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"28,06€","5,00%","26,66€",,,,,
CODIR,AOD8RX,AOD8,PRODIR2 15 SUV QUATTRO UV,PRODIR2 15 SUV QUATTRO UV,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"34,74€","5,01%","33,00€",,,,,
ORUS,APEMRX,APEM,ORUS INITIAL 15 SUV QUATTRO UV,PRODIR2 15 SUV QUATTRO UV,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"29,27€","5,00%","27,81€",,,,,
CODIR,AOD9RX,AOD9,PRODIR2 15 SUV B-PROTECT,PRODIR2 15 SUV B-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"39,05€","5,01%","37,09€",,,,,
ORUS,APEPRX,APEP,ORUS INITIAL 15 SUV B-PROTECT,PRODIR2 15 SUV B-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"32,90€","5,00%","31,26€",,,,,
CODIR,AOE5RX,AOE5,PRODIR2 15 SUV SC,PRODIR2 15 SUV SC,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",NU,RX,BLANC,"13,21€","5,02%","12,55€",,,,,
ORUS,APFORX,APFO,ORUS INITIAL 15 SUV SC,PRODIR2 15 SUV SC,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",NU,RX,BLANC,"11,13€","5,00%","10,57€",,,,,
CODIR,AOE6RX,AOE6,PRODIR2 15 SUV SC DYMIC,PRODIR2 15 SUV SC DYMIC,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",DYMIC,RX,BLANC,"18,12€","4,99%","17,22€",,,,,
ORUS,APFRRX,APFR,ORUS INITIAL 15 SUV SC DYMIC,PRODIR2 15 SUV SC DYMIC,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",DYMIC,RX,BLANC,"15,05€","5,00%","14,30€",,,,,
CODIR,AOE7RX,AOE7,PRODIR2 15 SUV SC SCINTIL,PRODIR2 15 SUV SC SCINTIL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"23,69€","5,01%","22,50€",,,,,
ORUS,APLLRX,APLL,ORUS INITIAL 15 SUV SC SCINTIL,PRODIR2 15 SUV SC SCINTIL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",SCINTIL,RX,BLANC,"19,96€","5,00%","18,96€",,,,,
CODIR,AOE8RX,AOE8,PRODIR2 15 SUV SC MISTRAL,PRODIR2 15 SUV SC MISTRAL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"31,87€","5,01%","30,27€",,,,,
ORUS,APFVRX,APFV,ORUS INITIAL 15 SUV SC MISTRAL,PRODIR2 15 SUV SC MISTRAL,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",MISTRAL,RX,BLANC,"26,85€","5,00%","25,51€",,,,,
CODIR,AOE9RX,AOE9,PRODIR2 15 SUV SC E-PROTECT,PRODIR2 15 SUV SC E-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"33,30€","4,99%","31,64€",,,,,
ORUS,APFYRX,APFY,ORUS INITIAL 15 SUV SC E-PROTECT,PRODIR2 15 SUV SC E-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",E-PROTECT,RX,BLANC,"28,06€","5,00%","26,66€",,,,,
CODIR,AOFARX,AOFA,PRODIR2 15 SUV SC QUATTRO UV,PRODIR2 15 SUV SC QUATTRO UV,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"34,74€","5,01%","33,00€",,,,,
ORUS,APHQRX,APHQ,ORUS INITIAL 15 SUV SC QUATTRO UV,PRODIR2 15 SUV SC QUATTRO UV,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",QUATTRO UV,RX,BLANC,"29,27€","5,00%","27,81€",,,,,
CODIR,AOFBRX,AOFB,PRODIR2 15 SUV SC B-PROTECT,PRODIR2 15 SUV SC B-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"39,05€","5,01%","37,09€",,,,,
ORUS,APHTRX,APHT,ORUS INITIAL 15 SUV SC B-PROTECT,PRODIR2 15 SUV SC B-PROTECT,PROGRESSIF,PRODIR2,"1,5","BLANC SUV 1,5",B-PROTECT,RX,BLANC,"32,90€","5,00%","31,26€",,,,,
CODIR,AOEHRX,AOEH,PRODIR2 15 SABR DYMIC,PRODIR2 15 SABR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,BRUN,"31,21€","5,00%","29,65€",,,,,
ORUS,APF0RX,APF0,ORUS INITIAL 15 SABR DYMIC,PRODIR2 15 SABR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,BRUN,"26,28€","5,00%","24,97€",,,,,
CODIR,AOEIRX,AOEI,PRODIR2 15 SAGR DYMIC,PRODIR2 15 SAGR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,GRIS,"31,21€","5,00%","29,65€",,,,,
ORUS,APF2RX,APF2,ORUS INITIAL 15 SAGR DYMIC,PRODIR2 15 SAGR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,GRIS,"26,28€","5,00%","24,97€",,,,,
CODIR,AOEJRX,AOEJ,PRODIR2 15 SABR SCINTIL,PRODIR2 15 SABR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,BRUN,"36,32€","4,99%","34,51€",,,,,
ORUS,APLFRX,APLF,ORUS INITIAL 15 SABR SCINTIL,PRODIR2 15 SABR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,BRUN,"30,97€","5,00%","29,42€",,,,,
CODIR,AOEKRX,AOEK,PRODIR2 15 SAGR SCINTIL,PRODIR2 15 SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,GRIS,"36,32€","4,99%","34,51€",,,,,
ORUS,APLGRX,APLG,ORUS INITIAL 15 SAGR SCINTIL,PRODIR2 15 SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,GRIS,"30,97€","5,00%","29,42€",,,,,
CODIR,AOELRX,AOEL,PRODIR2 15 SABR MISTRAL,PRODIR2 15 SABR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,BRUN,"44,29€","5,00%","42,08€",,,,,
ORUS,APF6RX,APF6,ORUS INITIAL 15 SABR MISTRAL,PRODIR2 15 SABR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,BRUN,"37,76€","5,00%","35,87€",,,,,
CODIR,AOEMRX,AOEM,PRODIR2 15 SAGR MISTRAL,PRODIR2 15 SAGR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,GRIS,"44,29€","5,00%","42,08€",,,,,
ORUS,APF8RX,APF8,ORUS INITIAL 15 SAGR MISTRAL,PRODIR2 15 SAGR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,GRIS,"37,76€","5,00%","35,87€",,,,,
CODIR,AOENRX,AOEN,PRODIR2 15 SABR QUATTRO UV,PRODIR2 15 SABR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"47,08€","5,00%","44,73€",,,,,
ORUS,APGARX,APGA,ORUS INITIAL 15 SABR QUATTRO UV,PRODIR2 15 SABR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"40,14€","5,00%","38,13€",,,,,
CODIR,AOEORX,AOEO,PRODIR2 15 SAGR QUATTRO UV,PRODIR2 15 SAGR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"47,08€","5,00%","44,73€",,,,,
ORUS,APGCRX,APGC,ORUS INITIAL 15 SAGR QUATTRO UV,PRODIR2 15 SAGR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"40,14€","5,00%","38,13€",,,,,
CODIR,AOFJRX,AOFJ,PRODIR2 15 SC SABR DYMIC,PRODIR2 15 SC SABR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,BRUN,"31,21€","5,00%","29,65€",,,,,
ORUS,APHVRX,APHV,ORUS INITIAL 15 SC SABR DYMIC,PRODIR2 15 SC SABR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,BRUN,"26,28€","5,00%","24,97€",,,,,
CODIR,AOFKRX,AOFK,PRODIR2 15 SC SAGR DYMIC,PRODIR2 15 SC SAGR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,GRIS,"31,21€","5,00%","29,65€",,,,,
ORUS,APHXRX,APHX,ORUS INITIAL 15 SC SAGR DYMIC,PRODIR2 15 SC SAGR DYMIC,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,DYMIC,RX,GRIS,"26,28€","5,00%","24,97€",,,,,
CODIR,AOFLRX,AOFL,PRODIR2 15 SC SABR SCINTIL,PRODIR2 15 SC SABR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,BRUN,"36,32€","4,99%","34,51€",,,,,
ORUS,APLHRX,APLH,ORUS INITIAL 15 SC SABR SCINTIL,PRODIR2 15 SC SABR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,BRUN,"30,97€","5,00%","29,42€",,,,,
CODIR,AOFMRX,AOFM,PRODIR2 15 SC SAGR SCINTIL,PRODIR2 15 SC SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,GRIS,"36,32€","4,99%","34,51€",,,,,
ORUS,APLIRX,APLI,ORUS INITIAL 15 SC SAGR SCINTIL,PRODIR2 15 SC SAGR SCINTIL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,SCINTIL,RX,GRIS,"30,97€","5,00%","29,42€",,,,,
CODIR,AOFNRX,AOFN,PRODIR2 15 SC SABR MISTRAL,PRODIR2 15 SC SABR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,BRUN,"44,29€","5,00%","42,08€",,,,,
ORUS,APH1RX,APH1,ORUS INITIAL 15 SC SABR MISTRAL,PRODIR2 15 SC SABR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,BRUN,"37,76€","5,00%","35,87€",,,,,
CODIR,AOFORX,AOFO,PRODIR2 15 SC SAGR MISTRAL,PRODIR2 15 SC SAGR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,GRIS,"44,29€","5,00%","42,08€",,,,,
ORUS,APH3RX,APH3,ORUS INITIAL 15 SC SAGR MISTRAL,PRODIR2 15 SC SAGR MISTRAL,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,MISTRAL,RX,GRIS,"37,76€","5,00%","35,87€",,,,,
CODIR,AOFPRX,AOFP,PRODIR2 15 SC SABR QUATTRO UV,PRODIR2 15 SC SABR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"47,08€","5,00%","44,73€",,,,,
ORUS,APH5RX,APH5,ORUS INITIAL 15 SC SABR QUATTRO UV,PRODIR2 15 SC SABR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,BRUN,"40,14€","5,00%","38,13€",,,,,
CODIR,AOFQRX,AOFQ,PRODIR2 15 SC SAGR QUATTRO UV,PRODIR2 15 SC SAGR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"47,08€","5,00%","44,73€",,,,,
ORUS,APH7RX,APH7,ORUS INITIAL 15 SC SAGR QUATTRO UV,PRODIR2 15 SC SAGR QUATTRO UV,PROGRESSIF,PRODIR2,"1,5",SOLACTIVE,QUATTRO UV,RX,GRIS,"40,14€","5,00%","38,13€",,,,,
CODIR,AOEPRX,AOEP,PRODIR2 15 UV COLOR BRUN 85%,PRODIR2 15 UV COLOR BRUN 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,BRUN,"13,92€","4,97%","13,23€",,,,,
ORUS,APGGRX,APGG,ORUS INITIAL 15 UV COLOR BRUN 85%,PRODIR2 15 UV COLOR BRUN 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,BRUN,"11,73€","5,00%","11,14€",,,,,
CODIR,AOEQRX,AOEQ,PRODIR2 15 UV COLOR GRIS 85%,PRODIR2 15 UV COLOR GRIS 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS,"13,92€","4,97%","13,23€",,,,,
ORUS,APGKRX,APGK,ORUS INITIAL 15 UV COLOR GRIS 85%,PRODIR2 15 UV COLOR GRIS 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS,"11,73€","5,00%","11,14€",,,,,
CODIR,AOERRX,AOER,PRODIR2 15 UV COLOR GRIS US 85%,PRODIR2 15 UV COLOR GRIS US 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS US,"13,92€","4,97%","13,23€",,,,,
ORUS,APGORX,APGO,ORUS INITIAL 15 UV COLOR GRIS US 85%,PRODIR2 15 UV COLOR GRIS US 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS US,"11,73€","5,00%","11,14€",,,,,
CODIR,AOESRX,AOES,PRODIR2 15 UV COLOR BRUN 85% DYMIC,PRODIR2 15 UV COLOR BRUN 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,BRUN,"18,87€","5,02%","17,92€",,,,,
ORUS,APGRRX,APGR,ORUS INITIAL 15 UV COLOR BRUN 85% DYMIC,PRODIR2 15 UV COLOR BRUN 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,BRUN,"15,67€","5,00%","14,89€",,,,,
CODIR,AOETRX,AOET,PRODIR2 15 UV COLOR GRIS 85% DYMIC,PRODIR2 15 UV COLOR GRIS 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS,"18,87€","5,02%","17,92€",,,,,
ORUS,APGURX,APGU,ORUS INITIAL 15 UV COLOR GRIS 85% DYMIC,PRODIR2 15 UV COLOR GRIS 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS,"15,67€","5,00%","14,89€",,,,,
CODIR,AOEURX,AOEU,PRODIR2 15 UV COLOR GRIS US 85% DYMIC,PRODIR2 15 UV COLOR GRIS US 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS US,"18,87€","5,02%","17,92€",,,,,
ORUS,APGXRX,APGX,ORUS INITIAL 15 UV COLOR GRIS US 85% DYMIC,PRODIR2 15 UV COLOR GRIS US 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS US,"15,67€","5,00%","14,89€",,,,,
CODIR,AOEVRX,AOEV,PRODIR2 15 UV COLOR BRUN 85% ARFA,PRODIR2 15 UV COLOR BRUN 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,BRUN,"29,71€","4,99%","28,23€",,,,,
ORUS,APG0RX,APG0,ORUS INITIAL 15 UV COLOR BRUN 85% ARFA,PRODIR2 15 UV COLOR BRUN 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,BRUN,"25,04€","5,00%","23,79€",,,,,
CODIR,AOEWRX,AOEW,PRODIR2 15 UV COLOR GRIS 85% ARFA,PRODIR2 15 UV COLOR GRIS 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS,"29,71€","4,99%","28,23€",,,,,
ORUS,APG3RX,APG3,ORUS INITIAL 15 UV COLOR GRIS 85% ARFA,PRODIR2 15 UV COLOR GRIS 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS,"25,04€","5,00%","23,79€",,,,,
CODIR,AOEXRX,AOEX,PRODIR2 15 UV COLOR GRIS US 85% ARFA,PRODIR2 15 UV COLOR GRIS US 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS US,"29,71€","4,99%","28,23€",,,,,
ORUS,APG6RX,APG6,ORUS INITIAL 15 UV COLOR GRIS US 85% ARFA,PRODIR2 15 UV COLOR GRIS US 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS US,"25,04€","5,00%","23,79€",,,,,
CODIR,AOFRRX,AOFR,PRODIR2 15 SC UV COLOR BRUN 85%,PRODIR2 15 SC UV COLOR BRUN 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,BRUN,"13,92€","4,97%","13,23€",,,,,
ORUS,APIBRX,APIB,ORUS INITIAL 15 SC UV COLOR BRUN 85%,PRODIR2 15 SC UV COLOR BRUN 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,BRUN,"11,73€","5,00%","11,14€",,,,,
CODIR,AOFSRX,AOFS,PRODIR2 15 SC UV COLOR GRIS 85%,PRODIR2 15 SC UV COLOR GRIS 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS,"13,92€","4,97%","13,23€",,,,,
ORUS,APIFRX,APIF,ORUS INITIAL 15 SC UV COLOR GRIS 85%,PRODIR2 15 SC UV COLOR GRIS 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS,"11,73€","5,00%","11,14€",,,,,
CODIR,AOFTRX,AOFT,PRODIR2 15 SC UV COLOR GRIS US 85%,PRODIR2 15 SC UV COLOR GRIS US 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS US,"13,92€","4,97%","13,23€",,,,,
ORUS,APIJRX,APIJ,ORUS INITIAL 15 SC UV COLOR GRIS US 85%,PRODIR2 15 SC UV COLOR GRIS US 85%,PROGRESSIF,PRODIR2,"1,5",TEINTE,NU,RX,GRIS US,"11,73€","5,00%","11,14€",,,,,
CODIR,AOFURX,AOFU,PRODIR2 15 SC UV COLOR BRUN 85% DYMIC,PRODIR2 15 SC UV COLOR BRUN 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,BRUN,"18,87€","5,02%","17,92€",,,,,
ORUS,APINRX,APIN,ORUS INITIAL 15 SC UV COLOR BRUN 85% DYMIC,PRODIR2 15 SC UV COLOR BRUN 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,BRUN,"15,67€","5,00%","14,89€",,,,,
CODIR,AOFVRX,AOFV,PRODIR2 15 SC UV COLOR GRIS 85% DYMIC,PRODIR2 15 SC UV COLOR GRIS 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS,"18,87€","5,02%","17,92€",,,,,
ORUS,APIRRX,APIR,ORUS INITIAL 15 SC UV COLOR GRIS 85% DYMIC,PRODIR2 15 SC UV COLOR GRIS 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS,"15,67€","5,00%","14,89€",,,,,
CODIR,AOFWRX,AOFW,PRODIR2 15 SC UV COLOR GRIS US 85% DYMIC,PRODIR2 15 SC UV COLOR GRIS US 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS US,"18,87€","5,02%","17,92€",,,,,
ORUS,APIVRX,APIV,ORUS INITIAL 15 SC UV COLOR GRIS US 85% DYMIC,PRODIR2 15 SC UV COLOR GRIS US 85% DYMIC,PROGRESSIF,PRODIR2,"1,5",TEINTE,DYMIC,RX,GRIS US,"15,67€","5,00%","14,89€",,,,,
CODIR,AOFXRX,AOFX,PRODIR2 15 SC UV COLOR BRUN 85% ARFA,PRODIR2 15 SC UV COLOR BRUN 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,BRUN,"29,71€","4,99%","28,23€",,,,,
ORUS,APIYRX,APIY,ORUS INITIAL 15 SC UV COLOR BRUN 85% ARFA,PRODIR2 15 SC UV COLOR BRUN 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,BRUN,"25,04€","5,00%","23,79€",,,,,
CODIR,AOFYRX,AOFY,PRODIR2 15 SC UV COLOR GRIS 85% ARFA,PRODIR2 15 SC UV COLOR GRIS 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS,"29,71€","4,99%","28,23€",,,,,
ORUS,API1RX,API1,ORUS INITIAL 15 SC UV COLOR GRIS 85% ARFA,PRODIR2 15 SC UV COLOR GRIS 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS,"25,04€","5,00%","23,79€",,,,,
CODIR,AOFZRX,AOFZ,PRODIR2 15 SC UV COLOR GRIS US 85% ARFA,PRODIR2 15 SC UV COLOR GRIS US 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS US,"29,71€","4,99%","28,23€",,,,,
ORUS,API4RX,API4,ORUS INITIAL 15 SC UV COLOR GRIS US 85% ARFA,PRODIR2 15 SC UV COLOR GRIS US 85% ARFA,PROGRESSIF,PRODIR2,"1,5",TEINTE,ARFA,RX,GRIS US,"25,04€","5,00%","23,79€",,,,,
CODIR,ANEWRX,ANEW,PRODIR2 15 POLA BR3,PRODIR2 15 POLA BR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,BRUN,"18,84€","5,00%","17,90€",,,,,
ORUS,APDKRX,APDK,ORUS INITIAL 15 POLA BRUN 3,PRODIR2 15 POLA BR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,BRUN,"16,17€","5,00%","15,36€",,,,,
CODIR,ANE5RX,ANE5,PRODIR2 15 POLA GR3,PRODIR2 15 POLA GR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS,"18,84€","5,00%","17,90€",,,,,
ORUS,APDBRX,APDB,ORUS INITIAL 15 POLA GRIS 3,PRODIR2 15 POLA GR3,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS,"16,17€","5,00%","15,36€",,,,,
CODIR,ANE2RX,ANE2,PRODIR2 15 POLA G15,PRODIR2 15 POLA G15,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS US,"18,84€","5,00%","17,90€",,,,,
ORUS,APC2RX,APC2,ORUS INITIAL 15 POLA GRIS US 3,PRODIR2 15 POLA G15,PROGRESSIF,PRODIR2,"1,5",POLARISANT,NU,RX,GRIS US,"16,17€","5,00%","15,36€",,,,,
CODIR,ANEXRX,ANEX,PRODIR2 15 POLA BR3 80,PRODIR2 15 POLA BR3 80,PROGRESSIF,PRODIR2,"1,5",POLARISANT DIAMETRE 80,NU,RX,BRUN,"22,28€","5,02%","21,16€",,,,,
CODIR,ANE6RX,ANE6,PRODIR2 15 POLA GR3 80,PRODIR2 15 POLA GR3 80,PROGRESSIF,PRODIR2,"1,5",POLARISANT DIAMETRE 80,NU,RX,GRIS,"22,28€","5,02%","21,16€",,,,,
CODIR,ANE0RX,ANE0,PRODIR2 15 POLA BR3 DYMIC,PRODIR2 15 POLA BR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,BRUN,"23,57€","4,99%","22,39€",,,,,
ORUS,APCZRX,APCZ,ORUS INITIAL 15 POLA BRUN 3 DYMIC,PRODIR2 15 POLA BR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,BRUN,"20,01€","5,00%","19,01€",,,,,
CODIR,ANE9RX,ANE9,PRODIR2 15 POLA GR3 DYMIC,PRODIR2 15 POLA GR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS,"23,57€","4,99%","22,39€",,,,,
ORUS,APDHRX,APDH,ORUS INITIAL 15 POLA GRIS 3 DYMIC,PRODIR2 15 POLA GR3 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS,"20,01€","5,00%","19,01€",,,,,
CODIR,ANE4RX,ANE4,PRODIR2 15 POLA G15 DYMIC,PRODIR2 15 POLA G15 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS US,"23,57€","4,99%","22,39€",,,,,
ORUS,APC8RX,APC8,ORUS INITIAL 15 POLA GRIS US 3 DYMIC,PRODIR2 15 POLA G15 DYMIC,PROGRESSIF,PRODIR2,"1,5",POLARISANT,DYMIC,RX,GRIS US,"20,01€","5,00%","19,01€",,,,,
CODIR,ANE1RX,ANE1,PRODIR2 15 POLA BR3 DYMIC 80,PRODIR2 15 POLA BR3 DYMIC 80,PROGRESSIF,PRODIR2,"1,5",POLARISANT DIAMETRE 80,DYMIC,RX,BRUN,"27,10€","4,99%","25,75€",,,,,
CODIR,ANFARX,ANFA,PRODIR2 15 POLA GR3 DYMIC 80,PRODIR2 15 POLA GR3 DYMIC 80,PROGRESSIF,PRODIR2,"1,5",POLARISANT DIAMETRE 80,DYMIC,RX,GRIS,"27,10€","4,99%","25,75€",,,,,
